episode,podcast,rec_1_episode,rec_1_isCorrect,rec_1_podcast,rec_2_episode,rec_2_isCorrect,rec_2_podcast,rec_3_episode,rec_3_isCorrect,rec_3_podcast,rec_4_episode,rec_4_isCorrect,rec_4_podcast,rec_5_episode,rec_5_isCorrect,rec_5_podcast
366- A Better Mousetrap 2008,this-american-life,Trump Stories: The Apprentice,,embedded,The War On Coal,,the-indicator-from-planet-money,"The Olympics, Afrofuturism and Sichuan Food",,the-indicator-from-planet-money,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,The Jobs Report: Where The Ladies At?,,the-indicator-from-planet-money
367- Ground Game,this-american-life,367- Ground Game,,this-american-life,Baseball Umpires Don't Get Overtime. Does That Affect Extra Innings?,,hidden-brain,537- The Alibi,,this-american-life,635- Chip in My Brain,,this-american-life,Humans Worry About Self-Driving Cars. Maybe It Should Be The Reverse,,hidden-brain
368- Who Do You Think You Are?,this-american-life,EPISODE 29,,Mable,"Weekly Roundup: Friday, March 1",,npr-politics-podcast,"Weekly Roundup: Thursday, October 5",,npr-politics-podcast,"Weekly Roundup: Thursday, September 21 ",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast
369- Poultry Slam 2008,this-american-life,"Weeky Roundup: Thursday, April 20",,npr-politics-podcast,"Weekly Roundup: Thursday, August 18",,npr-politics-podcast,"President Trump, One Year In",,npr-politics-podcast,"Weekly Roundup: Thursday, November 16",,npr-politics-podcast,266- I'm From the Private Sector and I'm Here to Help,,this-american-life
37- The Job That Takes Over Your Life,this-american-life,EPISODE 29,,Mable,"Weekly Roundup: Friday, March 1",,npr-politics-podcast,"Weekly Roundup: Thursday, October 5",,npr-politics-podcast,"Weekly Roundup: Thursday, September 21 ",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast
370- Ruining It for the Rest of Us,this-american-life,"Weekly Roundup: Thursday, May 3",,npr-politics-podcast,#829: Rigging The Economy,,planet-money,607- Didn’t We Solve This One?,,this-american-life,372- The Inauguration Show,,this-american-life,449- Middle School,,this-american-life
371- Scenes From a Mall,this-american-life,425- Slow To React,,this-american-life,We're Going To Start A Dialogue...Again.,,codeswitch,"Friday, November 4 ",,npr-politics-podcast,"Weekly Roundup: Thursday, September 13",,npr-politics-podcast,86- How to Take Money from Strangers,,this-american-life
372- The Inauguration Show,this-american-life,380- No Map,,this-american-life,The Original Bailout,,the-indicator-from-planet-money,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,Are Independents Just Partisans In Disguise?,,hidden-brain,#802: The Hotel at the Center of the World,,planet-money
373- The New Boss,this-american-life,Homegrown Genome,,wow-in-the-world,Coal Stories 5,,embedded,EPISODE 35,,Mable,#818: The Problem Of The Root,,planet-money,The Recession Predictor,,the-indicator-from-planet-money
374- Somewhere Out There,this-american-life,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,380- No Map,,this-american-life,A Snapshot Of Poverty In America,,the-indicator-from-planet-money,"More Debt, Less Problems",,the-indicator-from-planet-money,#881: The Prisoners of the Trade War,,planet-money
375- Bad Bank,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,386- Fine Print,,this-american-life,210- Perfect Evidence,,this-american-life,435- How To Create a Job,,this-american-life,523- Death and Taxes,,this-american-life
376- Wrong Side of History,this-american-life,276- Swing Set,,this-american-life,513- 129 Cars,,this-american-life,"Trump, Obama Meet at the White House",,npr-politics-podcast,Parkland Students Bring Gun Debate Front And Center,,npr-politics-podcast,3D Printing the Future!,,wow-in-the-world
377- Scenes From a Recession,this-american-life,370- Ruining It for the Rest of Us,,this-american-life,Chapter 2 Transcript,,S-Town,"Originals: How To Spot One, How To Be One ",,hidden-brain,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain,To Fail Or Not To Fail: The Fierce Debate Over High Standards,,codeswitch
378- This I Used to Believe,this-american-life,,,,,,,,,,,,,,,
379- Return To The Scene Of The Crime,this-american-life,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,"More Debt, Less Problems",,the-indicator-from-planet-money,Coal Stories 5,,embedded,#881: The Prisoners of the Trade War,,planet-money,Homegrown Genome,,wow-in-the-world
38- Simulated Worlds,this-american-life,535- Origin Story 2014,,this-american-life,"Weekly Roundup: Tuesday, November 22",,npr-politics-podcast,"Weekly Roundup: Thursday, August 31",,npr-politics-podcast,284- Should I Stay or Should I Go?,,this-american-life,264- Special Treatment,,this-american-life
380- No Map,this-american-life,How To Fight Racial Bias When It's Silent And Subtle,,hidden-brain,"Me, Myself, and IKEA: What Our Love For Swedish Furniture Says About Narcissism",,hidden-brain,CEO's Voice Tone Can Speak Volumes,,hidden-brain,Why Men Outnumber Women Attending Business Schools,,hidden-brain,The Ins & Outs Of The Minimum Wage,,the-indicator-from-planet-money
381- Turncoat,this-american-life,380- No Map,,this-american-life,Homegrown Genome,,wow-in-the-world,Coal Stories 5,,embedded,"More Debt, Less Problems",,the-indicator-from-planet-money,#881: The Prisoners of the Trade War,,planet-money
382- The Watchmen,this-american-life,6- Christmas,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty,418- Toxie,,this-american-life,620- To Be Real,,this-american-life,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world
384- Fall Guy,this-american-life,523- Death and Taxes,,this-american-life,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast,6- Christmas,,this-american-life,"Tariffs And Tourists And Trade Wars, Oh My! ",,the-indicator-from-planet-money,435- How To Create a Job,,this-american-life
385- Pro Se,this-american-life,#829: Rigging The Economy,,planet-money,607- Didn’t We Solve This One?,,this-american-life,372- The Inauguration Show,,this-american-life,449- Middle School,,this-american-life,74- Conventions,,this-american-life
386- Fine Print,this-american-life,574- Sinatra’s 100th Birthday,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,We're Going To Start A Dialogue...Again.,,codeswitch,"Weekly Roundup: Thursday, August 17",,npr-politics-podcast,86- How to Take Money from Strangers,,this-american-life
387- Arms Trader 2009,this-american-life,658- The Unhappy Deciders,,this-american-life,How To Fight Racial Bias When It's Silent And Subtle,,hidden-brain,"Me, Myself, and IKEA: What Our Love For Swedish Furniture Says About Narcissism",,hidden-brain,Research Examines Character Concerns Versus Performance In The NFL,,hidden-brain,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world
388- Rest Stop,this-american-life,EPISODE 10,,Mable,Why College Freshmen May Feel Like Impostors On Campus,,hidden-brain,Space Economics,,the-indicator-from-planet-money,Jobs: 10 Questions in 10 Minutes,,the-indicator-from-planet-money,I Can't Believe It's Not Budget,,the-indicator-from-planet-money
389- Frenemies,this-american-life,574- Sinatra’s 100th Birthday,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,380- No Map,,this-american-life,"Weekly Roundup: Thursday, February 1",,npr-politics-podcast
39- Halloween,this-american-life,"Weekly Roundup: Thursday, May 3",,npr-politics-podcast,353- The Audacity of Government,,this-american-life,161- Million Bubbles,,this-american-life,"Weekly Roundup: Thursday, November 1",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast
390- Return To The Giant Pool of Money,this-american-life,"Tuesday, October 25",,npr-politics-podcast,We're Going To Start A Dialogue...Again.,,codeswitch,"Weekly Roundup: Thursday, January 5",,npr-politics-podcast,Getting A Foot In the Door,,codeswitch,"Friday, November 4 ",,npr-politics-podcast
391- More Is Less,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,574- Sinatra’s 100th Birthday,,this-american-life,380- No Map,,this-american-life,The Ins & Outs Of The Minimum Wage,,the-indicator-from-planet-money,"#884: The Rest Of The Story, Winter 2018",,planet-money
392- Someone Else's Money,this-american-life,574- Sinatra’s 100th Birthday,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo,,hidden-brain,Why Now? ,,hidden-brain,The Psychological Forces Behind A Cultural Reckoning: Understanding #MeToo ,,hidden-brain
393- Infidelity,this-american-life,Do Orchestras Really Need Conductors? ,,hidden-brain,#886: The Price of a Hack,,planet-money,"Matchmakers Are Happier Than Non-Matchmakers, Research Shows",,hidden-brain,Social Science Research Examines The Generosity Of The Wealthy,,hidden-brain,Why Ecuador Uses The Dollar? ,,the-indicator-from-planet-money
394- Bait and Switch,this-american-life,#871: Blacklisted In China,,planet-money,Chapter 2 Transcript,,S-Town,"Weekly Roundup: Thursday, June 1",,npr-politics-podcast,495- Hot In My Backyard,,this-american-life,72- Trek,,this-american-life
395- Middle of the Night,this-american-life,353- The Audacity of Government,,this-american-life,"Weekly Roundup: Thursday, November 1",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast,602- The Sun Comes Up,,this-american-life,"Weekly Roundup: Thursday, October 5",,npr-politics-podcast
396- #1 Party School,this-american-life,"Weekly Roundup: Thursday, January 5",,npr-politics-podcast,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,"Weekly Roundup: Thursday, March 1",,npr-politics-podcast,"Weekly Roundup: Thursday, July 27 ",,npr-politics-podcast
397- 2010,this-american-life,574- Sinatra’s 100th Birthday,,this-american-life,425- Slow To React,,this-american-life,Getting A Foot In the Door,,codeswitch,We're Going To Start A Dialogue...Again.,,codeswitch,"Friday, November 4 ",,npr-politics-podcast
398- Long Shot,this-american-life,91- Escape the Box,,this-american-life,"Weekly Roundup: Thursday, May 31",,npr-politics-podcast,"Weekly Roundup: Thursday, October 12",,npr-politics-podcast,334- Duty Calls,,this-american-life,"Weekly Roundup: Thursday, July 27 ",,npr-politics-podcast
399- Contents Unknown,this-american-life,535- Origin Story 2014,,this-american-life,"Weekly Roundup: Tuesday, November 22",,npr-politics-podcast,"Weekly Roundup: Thursday, August 31",,npr-politics-podcast,284- Should I Stay or Should I Go?,,this-american-life,264- Special Treatment,,this-american-life
4- Vacations,this-american-life,612- Ask a Grown-Up,,this-american-life,634- Human Error in Volatile Situations,,this-american-life,"603- Once More, With Feeling",,this-american-life,617- Fermi’s Paradox,,this-american-life,601- Master of Her Domain… Name,,this-american-life
40- Lessons,this-american-life,362- Got You Pegged,,this-american-life,94- How To,,this-american-life,#828: You Asked For More,,planet-money,8- New Year,,this-american-life,Limetown Ep 3 Transcript,,Limetown
400- Stories Pitched by Our Parents,this-american-life,302- Strangers in a Strange Land,,this-american-life,425- Slow To React,,this-american-life,The Extremely Cautious Case For Extremely Mild Optimism,,the-indicator-from-planet-money,Getting A Foot In the Door,,codeswitch,Infinity Mirror Part One,,Mable
401- Parent Trap,this-american-life,627- Suitable for Children,,this-american-life,30- Obsession,,this-american-life,36- Letters,,this-american-life,A Year Of Love And Struggle In A New High School,,codeswitch,"67- Your Dream, My Nightmare",,this-american-life
402- Save the Day,this-american-life,353- The Audacity of Government,,this-american-life,"Weekly Roundup: Thursday, November 1",,npr-politics-podcast,"Weekly Roundup: Thursday, August 24",,npr-politics-podcast,602- The Sun Comes Up,,this-american-life,"Weekly Roundup: Thursday, October 5",,npr-politics-podcast
403- NUMMI,this-american-life,380- No Map,,this-american-life,Bag O' Worms & The Velocity Of Poop,,wow-in-the-world,Why Are Kids Who Get Less Candy Happier On Halloween?,,hidden-brain,574- Sinatra’s 100th Birthday,,this-american-life,The Original Bailout,,the-indicator-from-planet-money
404- Enemy Camp 2010,this-american-life,418- Toxie,,this-american-life,Episode 3,,Mogul The Life and Death of Chris Lighty,620- To Be Real,,this-american-life,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,"Weekly Roundup: Thursday, March 7",,npr-politics-podcast
405- Inside Job,this-american-life,Corn Your Toes And Blast-Off To The Moon!,,wow-in-the-world,The Cheater's High And Other Reasons We Cheat,,hidden-brain,Who Gets Power — And Why It Can Corrupt Even The Best Of Us,,hidden-brain,319- And the Call Was Coming from the Basement,,this-american-life,EPISODE 24,,Mable
406- True Urban Legends ,this-american-life,380- No Map,,this-american-life,House Judiciary Launches Probe Of Allegations Of Obstruction By President Trump,,npr-politics-podcast,Trump Stories: The Apprentice,,embedded,A Snapshot Of Poverty In America,,the-indicator-from-planet-money,The War On Coal,,the-indicator-from-planet-money
407- The Bridge,this-american-life,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain,Chapter 2 Transcript,,S-Town,"Weekly Roundup: Thursday, June 28",,npr-politics-podcast,257- What I Should’ve Said,,this-american-life,495- Hot In My Backyard,,this-american-life
408- Island Time ,this-american-life,#798: Bad Credit Bureau,,planet-money,Radio Replay: This Is Your Brain On Ads,,hidden-brain,"Weekly Roundup: Thursday, August 23",,npr-politics-podcast,"Weekly Roundup: Thursday, January 11",,npr-politics-podcast,"Weekly Roundup: Thursday, December 14",,npr-politics-podcast
409- Held Hostage,this-american-life,"Trump Vs. The Fed, Or Trump Vs... Trump? ",,the-indicator-from-planet-money,How President Trump's Rhetoric Is Changing The Way Americans Talk,,hidden-brain,#885: Do It For Your Country,,planet-money,#782: Budget Time,,planet-money,539- The Leap,,this-american-life
41- Politics,this-american-life,615- The Beginning of Now,,this-american-life,336- Who Can You Save?,,this-american-life,"Weekly Roundup: Thursday, November 17",,npr-politics-podcast,"Wednesday, November 2",,npr-politics-podcast,Stroke of Genius: How Derek Amato Became a Musical Savant  ,,hidden-brain
